date,nav,Daily_Return,MA_30
2014-01-29,13.4977,-0.5166644555491651,13.685206666666666
2014-01-30,13.4661,-0.23411396015616814,13.698503333333333
2014-01-31,13.6059,1.0381624969367564,13.71406
2014-02-03,13.4995,-0.7820136852395021,13.724790000000002
2014-02-04,13.4717,-0.20593355309455053,13.734226666666668
2014-02-05,13.5431,0.5299999257703192,13.743386666666668
2014-02-06,13.5883,0.3337492893059846,13.74696
2014-02-07,13.5552,-0.24359191363159116,13.74872
2014-02-10,13.7402,1.3647898961284266,13.753853333333332
2014-02-11,13.6983,-0.30494461507110104,13.752873333333334
2014-02-12,13.6874,-0.0795719176832077,13.75106
2014-02-13,13.678,-0.06867630083141618,13.748483333333333
2014-02-14,13.5948,-0.6082760637520224,13.739996666666665
2014-02-17,13.6423,0.34939829934976796,13.732846666666667
2014-02-18,13.6801,0.2770793781107228,13.724803333333334
2014-02-19,13.801,0.883765469550668,13.717899999999998
2014-02-20,13.8913,0.6543004130135532,13.718796666666666
2014-02-21,14.037,1.048857918265389,13.726220000000001
2014-02-24,14.1905,1.0935385053786328,13.73954
2014-02-25,14.2704,0.5630527465557922,13.75439
2014-02-26,14.1733,-0.680429420338613,13.759469999999999
2014-02-28,14.2102,0.260348683792766,13.766336666666666
2014-03-03,14.2753,0.458121630941144,13.78271
2014-03-04,14.4166,0.9898215799317711,13.802783333333334
2014-03-05,14.5448,0.8892526670643441,13.825413333333334
2014-03-06,14.6678,0.8456630548374644,13.85
2014-03-07,14.5275,-0.9565169964139142,13.869126666666666
2014-03-10,14.5576,0.2071932541731325,13.892086666666668
2014-03-11,14.6449,0.5996867615540857,13.924153333333331
2014-03-12,14.7175,0.4957357168707155,13.962476666666667
2014-03-13,14.7121,-0.036691014098866326,14.002956666666668
2014-03-14,14.6527,-0.40374929479816135,14.04251
2014-03-18,14.7961,0.9786592232148283,14.082183333333331
2014-03-19,14.7118,-0.5697447300302083,14.122593333333333
2014-03-20,14.8045,0.6301064451664784,14.167019999999999
2014-03-21,14.9389,0.9078320780843585,14.213546666666668
2014-03-24,14.9833,0.29721063799876823,14.260046666666666
2014-03-25,15.017,0.22491707434275643,14.308773333333333
2014-03-26,15.0172,0.0013318239328929948,14.35134
2014-03-27,15.016,-0.00799083717337723,14.395263333333334
2014-03-28,15.1698,1.0242408098028788,14.444676666666664
2014-03-31,15.2761,0.70073435378184,14.497946666666667
2014-04-01,15.3236,0.310943238130168,14.555573333333335
2014-04-02,15.5261,1.3214910334386154,14.618366666666667
2014-04-03,15.5016,-0.15779880330539786,14.679083333333333
2014-04-04,15.6554,0.9921556484491889,14.740896666666666
2014-04-07,15.7238,0.4369099480051597,14.801980000000002
2014-04-09,15.7721,0.30717765425660737,14.859816666666665
2014-04-10,15.7832,0.07037743864166668,14.912906666666666
2014-04-11,15.8805,0.6164782807035252,14.966576666666667
2014-04-15,15.959,0.49431692956771744,15.026100000000001
2014-04-16,15.8341,-0.7826304906322412,15.08023
2014-04-17,15.9681,0.8462748119564711,15.136656666666665
2014-04-21,16.061,0.5817849337115932,15.19147
2014-04-22,16.1917,0.813772492372844,15.246366666666665
2014-04-23,16.2362,0.2748321670979603,15.298646666666665
2014-04-25,16.2714,0.216799497419351,15.356776666666667
2014-04-28,16.3857,0.7024595302186576,15.417713333333332
2014-04-29,16.4239,0.2331301073497105,15.477013333333334
2014-04-30,16.194,-1.399789331401191,15.52623
2014-05-02,16.1784,-0.09633197480547473,15.575106666666667
2014-05-05,16.1466,-0.19655837412847488,15.624903333333332
2014-05-06,16.2026,0.3468222412148725,15.671786666666668
2014-05-07,16.2031,0.0030859244812386777,15.721496666666667
2014-05-08,16.2601,0.35178453505813057,15.770016666666667
2014-05-09,16.2665,0.03936015153658268,15.814269999999999
2014-05-12,16.236,-0.18750192112624298,15.856026666666667
2014-05-13,16.318,0.5050505050505194,15.899393333333334
2014-05-14,16.3868,0.42162029660497424,15.945046666666666
2014-05-15,16.2742,-0.6871384284912296,15.986986666666667
2014-05-16,16.3354,0.3760553514151166,16.025840000000002
2014-05-19,16.6375,1.849357836355403,16.07122
2014-05-20,17.0756,2.6332081141998698,16.12962
2014-05-21,17.3618,1.6760758040712975,16.19081
2014-05-22,17.6336,1.5655058807266586,16.26187666666667
2014-05-23,17.5799,-0.3045322566010533,16.326026666666667
2014-05-26,17.2722,-1.7502943702751295,16.37764
2014-05-27,17.4244,0.8811847940621176,16.432716666666668
2014-05-28,17.7014,1.589724753793531,16.496656666666667
2014-05-29,17.6411,-0.3406510219530534,16.555343333333333
2014-05-30,17.5999,-0.23354552720635802,16.61004
2014-06-02,17.7284,0.7301177847601314,16.673183333333334
2014-06-03,17.7281,-0.0016922000857344521,16.73185
2014-06-04,18.0406,1.7627382517021006,16.797836666666665
2014-06-05,18.2638,1.2372094054521332,16.86690666666667
2014-06-06,18.5395,1.5095434685005404,16.943683333333333
2014-06-09,18.8095,1.4563499555004134,17.028286666666666
2014-06-10,18.9611,0.8059757037667037,17.11413333333333
2014-06-11,18.7536,-1.0943457921745003,17.19179
2014-06-12,18.9265,0.9219563177203405,17.282873333333335
2014-06-13,18.7545,-0.9087786965366051,17.36874333333333
2014-06-16,18.7174,-0.19781919006104376,17.454436666666666
2014-06-17,19.0015,1.5178390161026512,17.547733333333333
2014-06-18,19.2167,1.1325421677236047,17.648186666666668
2014-06-19,19.1541,-0.325758324790415,17.744653333333336
2014-06-20,19.1702,0.08405511091620355,17.841443333333334
2014-06-23,19.1147,-0.28951184651178075,17.9374
2014-06-24,19.1991,0.4415449889352274,18.033436666666667
2014-06-25,19.3056,0.554713502195403,18.130729999999996
2014-06-26,19.5189,1.1048607657881737,18.238886666666666
2014-06-27,19.669,0.7689982529753392,18.350006666666665
2014-06-30,20.0705,2.04128323758197,18.464440000000003
2014-07-01,20.2237,0.7633093345955633,18.569376666666667
2014-07-02,20.3994,0.8687826658821063,18.670630000000003
2014-07-03,20.539,0.6843338529564758,18.767476666666667
2014-07-04,20.7887,1.2157359170358761,18.874436666666664
2014-07-07,20.9874,0.9558077224646189,18.998276666666666
2014-07-08,20.4515,-2.5534368239991667,19.099179999999997
2014-07-09,20.1567,-1.4414590616825151,19.181023333333332
2014-07-10,20.1881,0.15577946786924368,19.265923333333333
2014-07-11,19.8392,-1.7282458478014129,19.340566666666668
2014-07-14,19.7798,-0.299407234162663,19.40894666666667
2014-07-15,19.9854,1.0394442815397475,19.484189999999998
2014-07-16,20.4248,2.1986049816365982,19.563663333333334
2014-07-17,20.8995,2.324135364850566,19.651519999999998
2014-07-18,20.8316,-0.3248881552190164,19.727923333333333
2014-07-21,21.28,2.15249908792412,19.810273333333335
2014-07-22,21.363,0.39003759398494875,19.890336666666666
2014-07-23,21.24,-0.5757618312034918,19.973216666666666
2014-07-24,21.3216,0.3841807909604533,20.05305333333333
2014-07-25,21.1489,-0.8099767372054534,20.132866666666665
2014-07-28,21.1246,-0.11489959288663032,20.213106666666665
2014-07-30,21.0491,-0.3574032171023478,20.281360000000003
2014-07-31,21.0652,0.07648783083362698,20.34297666666667
2014-08-01,20.8274,-1.1288760609915904,20.398753333333335
2014-08-04,21.1423,1.5119506035318864,20.46449
2014-08-05,21.1792,0.17453162617124818,20.533306666666665
2014-08-06,21.2068,0.13031653697967993,20.60023
2014-08-07,21.1366,-0.33102589735367616,20.661263333333338
2014-08-08,20.9051,-1.0952565691738525,20.70747
2014-08-11,21.0294,0.5945917503384246,20.752816666666668
2014-08-12,20.9523,-0.366629575736821,20.782210000000003
2014-08-13,20.4227,-2.5276461295418717,20.788843333333332
2014-08-14,20.6268,0.9993781429487703,20.796423333333333
2014-08-18,20.9437,1.536350766963368,20.809913333333334
2014-08-19,21.1964,1.206568084913373,20.823503333333335
2014-08-20,21.5099,1.4790247400501944,20.840919999999997
2014-08-21,21.8125,1.4067940808651036,20.886286666666667
2014-08-22,21.898,0.391977077363892,20.94433
2014-08-25,21.7299,-0.7676500136998721,20.995723333333334
2014-08-26,21.6681,-0.28440075656124275,21.056686666666668
2014-08-27,22.0752,1.8787987871571543,21.1332
2014-08-28,22.1709,0.4335181561208934,21.20605
2014-09-01,22.5292,1.6160823421692339,21.27619666666667
2014-09-02,22.6476,0.5255401878451194,21.334466666666668
2014-09-03,22.842,0.8583690987124415,21.40148
2014-09-04,22.8661,0.1055073986516053,21.454349999999998
2014-09-05,22.9624,0.42114746283798965,21.507663333333333
2014-09-08,23.31,1.51377904748633,21.576663333333332
2014-09-09,23.6853,1.6100386100386332,21.655453333333337
2014-09-10,23.8862,0.848205426994797,21.746696666666665
2014-09-11,24.41,2.1928979913087954,21.85621
2014-09-12,24.6248,0.8799672265465075,21.975399999999997
2014-09-15,24.7489,0.5039634839673734,22.09819
2014-09-16,24.0716,-2.73668728711175,22.20633
2014-09-17,24.2051,0.5545954568869638,22.308423333333334
2014-09-18,24.5974,1.6207328207691774,22.422363333333337
2014-09-19,24.6537,0.2288859798190046,22.53726
2014-09-22,24.9688,1.2781043007743298,22.665
2014-09-23,24.5235,-1.783425715292697,22.785613333333334
2014-09-24,24.1531,-1.5103879951882893,22.889736666666668
2014-09-25,23.6113,-2.243190315114829,22.978369999999998
2014-09-26,23.6912,0.3383972928216572,23.08732
2014-09-29,23.9932,1.2747349226717164,23.19953333333333
2014-09-30,24.2982,1.2711935048263623,23.311349999999997
2014-10-01,24.1597,-0.5700010700381064,23.410126666666667
2014-10-07,23.9234,-0.9780750588790466,23.490576666666666
2014-10-08,24.0609,0.5747510805320211,23.56552333333333
2014-10-09,24.0814,0.08520047047284596,23.638303333333333
2014-10-10,23.7407,-1.4147848547011344,23.70533
2014-10-13,23.8232,0.34750449649756376,23.777166666666666
2014-10-14,23.7147,-0.45543839618522597,23.831816666666665
2014-10-16,23.2763,-1.8486424032351345,23.868663333333334
2014-10-17,23.3519,0.3247938890631241,23.896086666666665
2014-10-20,23.3913,0.1687228876451119,23.92087666666667
2014-10-21,23.54,0.6357064378636368,23.944143333333333
2014-10-22,23.8185,1.1830926083262527,23.97589
2014-10-27,23.9115,0.3904527992946605,24.007526666666664
2014-10-28,24.0775,0.6942266273550324,24.033110000000004
2014-10-29,24.2092,0.5469836984736798,24.050573333333332
2014-10-30,24.2267,0.07228656874247452,24.061923333333333
2014-10-31,24.3031,0.3153545468429497,24.058359999999997
2014-11-03,24.5647,1.0764058906065355,24.056356666666666
2014-11-05,24.6593,0.3851054562034273,24.053369999999997
2014-11-07,24.567,-0.3743009736691727,24.069883333333333
2014-11-10,24.7095,0.5800464037122977,24.086696666666665
2014-11-11,24.92,0.851899067160411,24.09745
2014-11-12,25.2255,1.2259229534510308,24.11651
2014-11-13,25.3732,0.5855186220292907,24.129990000000003
2014-11-14,25.4694,0.3791401951665607,24.16152
2014-11-17,25.74,1.062451412282961,24.21441666666667
2014-11-18,26.0028,1.0209790209790404,24.29413333333333
2014-11-19,26.0641,0.23574384297075923,24.37323
2014-11-20,25.8923,-0.659144186831695,24.436533333333333
2014-11-21,25.9891,0.37385632021875725,24.49289666666667
2014-11-24,25.896,-0.35822710290083215,24.550773333333332
2014-11-25,25.3911,-1.9497219647822028,24.599696666666667
2014-11-26,25.6618,1.066121593786784,24.65306
2014-11-27,26.0216,1.4020840315176697,24.717733333333335
2014-11-28,26.2402,0.8400713253604808,24.801049999999996
2014-12-01,26.2093,-0.11775824879384222,24.880586666666666
2014-12-02,26.5928,1.4632210703834136,24.976523333333333
2014-12-03,27.0697,1.7933425588881224,25.102970000000003
2014-12-04,27.342,1.0059217501486861,25.235973333333334
2014-12-05,27.3359,-0.02230999926852162,25.36746
2014-12-08,27.5153,0.6562798371372525,25.49997
2014-12-09,27.0266,-1.776102750106312,25.606906666666664
2014-12-10,27.2901,0.9749654044533873,25.719526666666663
2014-12-11,27.739,1.6449188533570913,25.841576666666665
2014-12-12,27.4434,-1.0656476441111784,25.949383333333333
2014-12-15,27.3527,-0.33049840763171856,26.053583333333332
2014-12-16,26.791,-2.0535449882461254,26.136513333333333
2014-12-17,26.2936,-1.8565936321899068,26.194143333333333
2014-12-18,27.0853,3.0109988742507587,26.27501
2014-12-19,27.1556,0.2595503834183166,26.361296666666664
2014-12-22,27.439,1.0436153132318937,26.45228
2014-12-23,27.4262,-0.04664893035459805,26.53582
2014-12-24,27.4695,0.1578782332222417,26.610619999999997
2014-12-26,27.5386,0.2515517209996432,26.682799999999997
2014-12-29,28.1163,2.0977827485783695,26.77103
2014-12-30,28.5876,1.6762518539068072,26.86595
2014-12-31,29.2084,2.1715708908757847,26.972803333333335
2015-01-01,29.3671,0.5433368483039214,27.08290333333333
2015-01-02,29.4253,0.1981809576022231,27.20067
2015-01-05,29.3031,-0.41528888405555353,27.311136666666666
2015-01-06,28.566,-2.5154335206855283,27.400136666666665
2015-01-07,28.7345,0.5898620737940341,27.51158333333333
2015-01-08,29.2325,1.7331082844664225,27.63060666666667
2015-01-09,29.2834,0.1741212691353855,27.73933333333333
2015-01-12,29.4713,0.6416604629243761,27.847036666666668
2015-01-13,29.4388,-0.11027677774647637,27.954686666666667
2015-01-14,29.5028,0.21740016576763388,28.05168666666667
2015-01-15,29.6991,0.6653605759453285,28.139333333333337
2015-01-16,29.7293,0.10168658309510636,28.21891
2015-01-19,30.5172,2.650247399030592,28.324953333333333
2015-01-20,30.8184,0.9869843891313845,28.435056666666664
2015-01-21,30.714,-0.3387586636554807,28.55797
2015-01-22,30.7123,-0.005534935208695302,28.67204333333333
2015-01-23,30.4927,-0.7150229712525547,28.76383333333333
2015-01-27,30.5724,0.26137403378512225,28.868133333333333
2015-01-28,30.7898,0.7110988996611445,28.982703333333337
2015-01-29,30.7497,-0.13023793593982536,29.11466
2015-01-30,30.5936,-0.5076472290786671,29.257993333333335
2015-02-02,30.6145,0.06831494168715313,29.375633333333333
2015-02-03,30.7745,0.5226281663917476,29.496263333333335
2015-02-04,30.6731,-0.3294935742254035,29.604066666666668
2015-02-05,30.2614,-1.3422184259171854,29.698573333333332
2015-02-06,29.7377,-1.7305874810815025,29.77418
2015-02-09,29.397,-1.1456837616897086,29.836126666666665
2015-02-10,29.5782,0.616389427492603,29.884856666666668
2015-02-11,29.9083,1.1160246397684759,29.92888
2015-02-12,30.2611,1.1796056613047057,29.96397
2015-02-13,30.2844,0.07699654011257273,29.99454666666667
2015-02-16,30.5344,0.8255075220245489,30.03151666666667
2015-02-18,30.6868,0.49910920142528514,30.077639999999995
2015-02-19,30.6178,-0.22485237952475368,30.146033333333335
2015-02-20,30.6869,0.22568571223275935,30.211113333333333
2015-02-23,30.3222,-1.1884550084889756,30.247436666666665
2015-02-24,30.2175,-0.34529156855372944,30.278573333333334
2015-02-25,30.1089,-0.35939439066766665,30.299826666666664
2015-02-26,29.9507,-0.525426036819665,30.316889999999997
2015-02-27,30.2262,0.91984494519326,30.341003333333333
2015-03-02,30.5216,0.9772978409459343,30.36842
2015-03-03,30.8045,0.9268845669951897,30.40426
2015-03-04,30.6349,-0.550568910386473,30.408183333333334
2015-03-05,30.6428,0.025787582136715947,30.40233
2015-03-09,30.4317,-0.6889057135770926,30.39292
2015-03-10,30.3725,-0.19453398922834042,30.381593333333335
2015-03-11,30.4375,0.21400938348836718,30.379753333333333
2015-03-12,30.686,0.8164271047227833,30.383539999999996
2015-03-13,30.2599,-1.3885811119077163,30.365876666666665
2015-03-16,30.179,-0.26735051999511317,30.346853333333335
2015-03-17,30.0579,-0.40127240796580255,30.328996666666665
2015-03-18,30.0143,-0.14505338030934567,30.30899
2015-03-19,29.8192,-0.6500234888036749,30.277146666666667
2015-03-20,29.392,-1.432634007619249,30.23444333333333
2015-03-23,28.911,-1.6364997278170867,30.18943
2015-03-24,28.8295,-0.28189962298087456,30.159156666666664
2015-03-25,28.8366,0.024627551639810896,30.140476666666668
2015-03-26,28.4267,-1.42145745337523,30.102093333333336
2015-03-27,28.5473,0.42424903347908494,30.056726666666666
2015-03-30,29.2627,2.5060163307913497,30.023446666666665
2015-03-31,29.3347,0.24604701548387453,29.991789999999998
2015-04-01,29.7949,1.568790544985954,29.967139999999997
2015-04-06,30.1584,1.2200074509395975,29.949526666666667
2015-04-07,30.2953,0.4539365483580138,29.938776666666666
2015-04-08,30.8106,1.7009239056883452,29.9429
2015-04-09,31.2433,1.4043868019447903,29.973603333333333
2015-04-10,31.3292,0.27493894691021925,30.010659999999998
2015-04-13,31.7364,1.2997459239303844,30.06491
2015-04-15,31.8726,0.429160207206869,30.12897333333333
2015-04-16,31.9168,0.13867710823716184,30.185326666666665
2015-04-17,31.798,-0.37221776619209557,30.22787333333333
2015-04-20,31.0796,-2.25926158877916,30.237043333333336
2015-04-21,31.0267,-0.170208110786485,30.250103333333335
2015-04-22,31.0468,0.06478291278158022,30.26357
2015-04-23,30.9662,-0.25960807555046594,30.281386666666666
2015-04-24,30.2416,-2.339970677706671,30.277023333333332
2015-04-27,29.674,-1.8768848209089417,30.251573333333333
2015-04-28,29.7529,0.2658893307272425,30.22047
2015-04-29,30.1521,1.3417179501830079,30.216876666666668
2015-04-30,30.1525,0.001326607433638216,30.215993333333333
2015-05-04,30.6068,1.5066744051073666,30.23429
2015-05-05,30.6932,0.2822902100186875,30.256919999999997
2015-05-06,30.0312,-2.1568295257581527,30.263986666666664
2015-05-07,29.4468,-1.9459761847678392,30.265813333333334
2015-05-08,29.884,1.4847114117663152,30.298246666666667
2015-05-11,30.6452,2.547182438763218,30.35877
2015-05-12,30.1822,-1.5108401968334295,30.403623333333332
2015-05-13,30.4511,0.8909224642338787,30.471103333333335
2015-05-14,30.5463,0.3126323843801959,30.537736666666667
2015-05-15,31.0965,1.8012001453531212,30.598863333333334
2015-05-18,31.1586,0.19970093097294583,30.65966
2015-05-19,31.0088,-0.48076614482036595,30.700123333333334
2015-05-20,30.9295,-0.25573385619566125,30.725826666666666
2015-05-21,30.8716,-0.18719992240417982,30.745036666666667
2015-05-22,30.8954,0.07709350989257846,30.74786333333333
2015-05-25,30.681,-0.6939544398195108,30.72912
2015-05-26,30.5493,-0.42925589126822095,30.703123333333334
2015-05-27,30.3406,-0.6831580429011441,30.656596666666665
2015-05-28,30.3566,0.0527346196186107,30.60606333333333
2015-05-29,30.5261,0.5583629260193845,30.559706666666667
2015-06-01,30.3029,-0.7311775824622169,30.50987
2015-06-02,29.8851,-1.3787459286074943,30.470053333333333
2015-06-03,29.5373,-1.1637906515286955,30.420406666666665
2015-06-04,29.4409,-0.3263670003690211,30.366876666666666
2015-06-05,29.7033,0.8912771009038423,30.32478
2015-06-08,29.3979,-1.0281685873286817,30.296656666666664
2015-06-09,29.2003,-0.6721568547413348,30.280866666666665
2015-06-10,29.6228,1.4469029427780056,30.27653
2015-06-11,29.1922,-1.453610057118171,30.244533333333333
2015-06-12,29.2746,0.2822671809592947,30.215269999999997
2015-06-15,29.5041,0.7839560574696147,30.17851333333333
2015-06-16,29.497,-0.024064452059213703,30.138640000000002
2015-06-17,30.0202,1.7737397023426027,30.138273333333334
2015-06-18,30.4689,1.4946602620901972,30.172343333333334
2015-06-19,30.5701,0.3321419545831983,30.19521333333333
2015-06-22,30.7491,0.5855394650328138,30.198676666666664
2015-06-23,30.8937,0.4702576660780222,30.222393333333336
2015-06-24,30.9998,0.3434357166671509,30.24068333333333
2015-06-25,31.0607,0.19645288034115804,30.25783
2015-06-26,31.0294,-0.10077042693822369,30.25559333333333
2015-06-29,30.6479,-1.2294791391390114,30.23857
2015-06-30,31.1456,1.6239285562795525,30.24313
2015-07-01,31.4503,0.9783083324771402,30.26049
2015-07-02,31.5581,0.3427630261078729,30.283373333333333
2015-07-03,31.7734,0.6822337212950114,30.312640000000002
2015-07-06,32.4565,2.1499115612430453,30.371823333333335
2015-07-07,32.8775,1.2971207616347957,30.44943
2015-07-08,32.7031,-0.530453957873922,30.52818
2015-07-09,32.7345,0.09601536245797959,30.607443333333332
2015-07-10,32.8467,0.342757641020941,30.684796666666667
2015-07-13,32.901,0.16531341047960613,30.771399999999996
2015-07-14,32.7785,-0.37232910853773893,30.867846666666665
2015-07-15,33.0081,0.700459142425669,30.98354
2015-07-16,33.357,1.0570132785588937,31.114076666666666
2015-07-17,33.3724,0.04616722127288586,31.236379999999997
2015-07-20,33.5203,0.4431805923457599,31.37379333333333
2015-07-21,33.0264,-1.47343550027893,31.501330000000003
2015-07-22,33.1968,0.5159508756631181,31.62046333333333
2015-07-23,33.5174,0.9657557354925794,31.764636666666668
2015-07-24,33.1976,-0.954131287033011,31.895403333333334
2015-07-27,33.1625,-0.10573053473744709,32.01735
2015-07-28,33.0327,-0.3914059555220617,32.13520666666667
2015-07-29,33.1365,0.31423407714175067,32.23908333333333
2015-07-30,33.2022,0.19827078900909179,32.330193333333334
2015-07-31,33.6861,1.4574335435603825,32.43406
2015-08-03,33.884,0.587482670893924,32.538556666666665
2015-08-04,34.1317,0.731023491913585,32.64649
2015-08-05,34.118,-0.04013863944661855,32.75043
2015-08-06,33.7245,-1.153350137757203,32.83922333333334
2015-08-07,33.7308,0.0186807810345746,32.92927
2015-08-10,33.7575,0.07915614216087441,33.032923333333336
2015-08-11,33.3291,-1.2690513219284716,33.10570666666667
2015-08-12,32.7984,-1.5923022223822358,33.15064333333333
2015-08-13,32.6931,-0.3210522464510479,33.188476666666666
2015-08-14,33.1547,1.411918722910932,33.234519999999996
2015-08-17,33.3263,0.5175736773368689,33.263513333333336
2015-08-18,33.6383,0.9361975376804388,33.288873333333335
2015-08-19,33.8543,0.6421251965765151,33.32724666666667
2015-08-20,33.2221,-1.8674141837226155,33.3435
2015-08-21,33.1377,-0.2540477573663158,33.3532
2015-08-24,31.2426,-5.718864012891666,33.29792
2015-08-25,31.1813,-0.19620646169012934,33.24468
2015-08-26,31.2456,0.2062133394053367,33.18593
2015-08-27,32.1993,3.052269759582149,33.14734
2015-08-28,32.0768,-0.38044305310985793,33.104153333333336
2015-08-31,31.9757,-0.31518106544293767,33.05266666666667
2015-09-01,31.4028,-1.7916730517236523,32.99854666666666
2015-09-02,31.3571,-0.14552842421694523,32.937223333333336
2015-09-03,31.5572,0.6381329906145705,32.87188333333333
2015-09-04,31.2791,-0.8812568922464625,32.80793333333333
2015-09-07,30.8824,-1.2682589972217828,32.73193
2015-09-08,30.8088,-0.2383234463642636,32.6578
2015-09-09,31.1685,1.1675235646958049,32.592200000000005
2015-09-10,31.2459,0.24832763848114947,32.52699
2015-09-11,31.3747,0.4122140824876386,32.44994333333333
2015-09-14,31.638,0.8392112115813033,32.375076666666665
2015-09-15,31.5174,-0.3811871799734634,32.287933333333335
2015-09-16,31.4122,-0.3337838781117708,32.197739999999996
2015-09-18,31.7435,1.0546857590363112,32.131706666666666
2015-09-21,31.8795,0.4284341676248582,32.06999666666667
2015-09-22,31.6014,-0.872347433303533,31.998126666666668
2015-09-23,31.6956,0.29808805938975613,31.94367666666667
2015-09-24,31.6004,-0.3003571473642941,31.903743333333335
2015-09-28,31.6127,0.038923557929648744,31.867729999999998
2015-09-29,31.5525,-0.1904297956201173,31.814323333333334
2015-09-30,31.9449,1.2436415497979691,31.768276666666665
2015-10-01,32.0303,0.2673353180006721,31.714676666666666
2015-10-05,32.4891,1.4323937022132194,31.66917
2015-10-06,32.4971,0.024623643006438378,31.64500333333333
2015-10-07,32.6458,0.45757929169063516,31.628606666666666
2015-10-08,32.787,0.43252118189782696,31.680086666666668
2015-10-09,32.8509,0.19489431786989808,31.73574
2015-10-12,32.7741,-0.23378354930916334,31.78669
2015-10-13,32.8369,0.19161472016013814,31.807943333333334
2015-10-14,32.851,0.04293949794285101,31.83375
2015-10-15,33.0744,0.6800401814252233,31.870373333333337
2015-10-16,33.1072,0.09917035532012175,31.927186666666667
2015-10-19,33.3166,0.6324908177073318,31.99250333333333
2015-10-20,33.5605,0.7320674978839259,32.05928
2015-10-21,33.6267,0.19725570238822154,32.13753333333334
2015-10-23,33.5274,-0.29530105541132334,32.225699999999996
2015-10-26,33.2641,-0.7853278214236759,32.30754333333333
2015-10-27,33.4053,0.42448164838368996,32.38210333333333
2015-10-28,33.3372,-0.20385986654810617,32.451813333333334
2015-10-29,33.2373,-0.299665238832314,32.5139
2015-10-30,33.1814,-0.16818453965875557,32.56534666666666
2015-11-02,32.949,-0.7003923885068097,32.61306666666667
2015-11-03,33.328,1.1502625269355748,32.67692666666667
2015-11-04,33.2605,-0.20253240518484095,32.727493333333335
2015-11-05,32.938,-0.9696186166774368,32.76277666666667
2015-11-06,32.6837,-0.7720565911712884,32.798853333333334
2015-11-09,33.0826,1.2204860526806804,32.84508666666667
2015-11-10,32.8783,-0.6175451748048677,32.887683333333335
2015-11-13,32.8994,0.06417606749740123,32.930573333333335
2015-11-16,32.8399,-0.1808543620856251,32.973486666666666
2015-11-17,33.142,0.9199175393347803,33.01339
2015-11-18,32.7862,-1.0735622472995088,33.03858666666667
2015-11-19,33.2648,1.4597605089946342,33.06444333333334
2015-11-20,33.4842,0.6595560472331119,33.09734666666667
2015-11-23,33.6307,0.43751978545103487,33.130176666666664
2015-11-24,33.4978,-0.3951746469743389,33.153870000000005
2015-11-26,33.4275,-0.20986452841678105,33.17309
2015-11-27,33.5568,0.38680726946376254,33.19918
2015-11-30,33.5197,-0.1105588137128799,33.221940000000004
